title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"50 First Dates",movie,"Comedy, Drama, Romance",2004,tt0343660,6.8,395817,
"Russian Dolls",movie,"Comedy, Drama, Romance",2005,tt0409184,7,21591,
Transformers,movie,"Action, Adventure, Sci-Fi",2007,tt0418279,7.1,693608,
"Fear and Loathing in Las Vegas",movie,"Adventure, Comedy, Drama",1998,tt0120669,7.5,308862,
"The Karate Kid",movie,"Action, Drama, Family",1984,tt0087538,7.3,256534,
"Marie Antoinette",movie,"Biography, Drama, History",2006,tt0422720,6.5,126497,
"Open Your Eyes",movie,"Drama, Mystery, Sci-Fi",1997,tt0125659,7.7,74941,
"Sweet November",movie,"Drama, Romance",2001,tt0230838,6.7,96525,
"Twin Peaks: Fire Walk with Me",movie,"Drama, Horror, Mystery",1992,tt0105665,7.3,111358,
Superman,movie,"Action, Adventure, Sci-Fi",1978,tt0078346,7.4,194887,
Hulk,movie,"Action, Sci-Fi",2003,tt0286716,5.6,284681,
"The Amazing Spider-Man",movie,"Action, Sci-Fi",2012,tt0948470,6.9,727807,
"The Others",movie,"Horror, Mystery, Thriller",2001,tt0230600,7.6,407402,
"Shakespeare in Love",movie,"Comedy, Drama, History",1998,tt0138097,7.1,238135,
"Me and My Sister",movie,"Comedy, Drama",2004,tt0410639,6.4,1913,
Crank,movie,"Action, Crime, Thriller",2006,tt0479884,6.9,269879,
Zodiac,movie,"Crime, Drama, Mystery",2007,tt0443706,7.7,630058,
"The Butterfly Effect",movie,"Drama, Sci-Fi, Thriller",2004,tt0289879,7.6,537679,
"8 Women",movie,"Comedy, Crime, Musical",2002,tt0283832,7,35211,
"A Perfect Murder",movie,"Crime, Drama, Thriller",1998,tt0120787,6.6,94899,
Alexander,movie,"Action, Biography, Drama",2004,tt0346491,5.6,179561,
"The Grudge",movie,"Horror, Mystery, Thriller",2004,tt0391198,5.9,154071,
"The Constant Gardener",movie,"Drama, Mystery, Romance",2005,tt0387131,7.3,151996,
"Benny's Video",movie,"Crime, Drama",1992,tt0103793,7.1,19608,
"The Most Dangerous Game",movie,"Action, Adventure, Horror",1932,tt0023238,7.1,14595,
"Lara Croft: Tomb Raider",movie,"Action, Adventure, Fantasy",2001,tt0146316,5.8,224191,
"Lara Croft: Tomb Raider - The Cradle of Life",movie,"Action, Adventure, Fantasy",2003,tt0325703,5.5,147931,
"Two Brothers",movie,"Adventure, Drama, Family",2004,tt0338512,7,16199,
"The Diving Bell and the Butterfly",movie,"Biography, Drama",2007,tt0401383,8,111510,
"Mr. Deeds",movie,"Comedy, Romance",2002,tt0280590,5.8,157320,
"The Patriot",movie,"Action, Drama, History",2000,tt0187393,7.2,302436,
"Training Day",movie,"Crime, Drama, Thriller",2001,tt0139654,7.8,492399,
Moonstruck,movie,"Comedy, Drama, Romance",1987,tt0093565,7.2,73126,
"The Lake House",movie,"Drama, Fantasy, Romance",2006,tt0410297,6.8,160982,
"I, Robot",movie,"Action, Mystery, Sci-Fi",2004,tt0343818,7.1,593309,
"The Rink",movie,"Comedy, Short",1916,tt0007264,7,4457,
"Romeo Must Die",movie,"Action, Crime, Thriller",2000,tt0165929,6.1,75192,
"The Last Castle",movie,"Action, Drama, Thriller",2001,tt0272020,6.9,87219,
"Rush Hour",movie,"Action, Comedy, Crime",1998,tt0120812,7,308792,
Payback,movie,"Action, Crime, Drama",1999,tt0120784,7.1,149261,
"Hostile Waters",movie,"Comedy, Crime, Drama",1997,tt0119320,6.3,2339,
"The Perfect Storm",movie,"Action, Adventure, Drama",2000,tt0177971,6.5,182831,
"The Glass House",movie,"Crime, Drama, Mystery",2001,tt0221218,5.8,41020,
"Tenacious D in the Pick of Destiny",movie,"Adventure, Comedy, Music",2006,tt0365830,6.8,117041,
"Death at a Funeral",movie,Comedy,2007,tt0795368,7.3,124083,
"Lassie Come Home",movie,"Adventure, Drama, Family",1943,tt0036098,7.1,6136,
"Capturing the Friedmans",movie,"Biography, Crime, Documentary",2003,tt0342172,7.6,27830,
"The Golden Compass",movie,"Adventure, Family, Fantasy",2007,tt0385752,6.1,199950,
Closer,movie,"Drama, Romance",2004,tt0376541,7.2,243220,
"Cold Mountain",movie,"Adventure, Drama, Romance",2003,tt0159365,7.2,159974,
"Space Jam",movie,"Adventure, Animation, Comedy",1996,tt0117705,6.5,220900,
Avalon,movie,Drama,1990,tt0099073,7.2,7123,
Inkheart,movie,"Adventure, Family, Fantasy",2008,tt0494238,6.1,83705,
Beowulf,movie,"Action, Adventure, Animation",2007,tt0442933,6.3,176924,
"Taxi 2",movie,"Action, Comedy, Crime",2000,tt0183869,6.5,60803,
"Taxi 3",movie,"Action, Comedy, Crime",2003,tt0295721,5.8,46975,
"Taxi 4",movie,"Action, Comedy, Crime",2007,tt0804540,5.6,31755,
Topaz,movie,"Drama, Thriller",1969,tt0065112,6.2,20313,
"The Young Girls of Rochefort",movie,"Comedy, Drama, Musical",1967,tt0062873,7.7,12784,
"Joint Security Area",movie,"Action, Drama, Thriller",2000,tt0260991,7.7,35995,
"Tie Me Up! Tie Me Down!",movie,"Comedy, Crime, Drama",1989,tt0101026,7,33142,
"Lady Snowblood",movie,"Action, Crime, Drama",1973,tt0158714,7.6,17261,
"The Bourne Identity",movie,"Action, Mystery, Thriller",2002,tt0258463,7.8,591941,
"The Bourne Supremacy",movie,"Action, Thriller",2004,tt0372183,7.7,498059,
"The Bourne Ultimatum",movie,"Action, Mystery, Thriller",2007,tt0440963,8,669292,
Spanglish,movie,"Comedy, Drama, Romance",2004,tt0371246,6.4,90311,
"The Tailor of Panama",movie,"Drama, Thriller",2001,tt0236784,6.1,31910,
"Born on the Fourth of July",movie,"Biography, Drama, War",1989,tt0096969,7.2,119679,
Innerspace,movie,"Action, Adventure, Comedy",1987,tt0093260,6.8,67087,
"Two Weeks Notice",movie,"Comedy, Romance",2002,tt0313737,6.2,130057,
"The Game",movie,"Drama, Mystery, Thriller",1997,tt0119174,7.7,449013,
Z,movie,"Crime, Drama, Thriller",1969,tt0065234,8.1,32479,
"Journey to Italy",movie,"Drama, Romance",1954,tt0046511,7.3,13007,
"The Lodger: A Story of the London Fog",movie,"Crime, Drama, Mystery",1927,tt0017075,7.3,14141,
"American Pie 2",movie,Comedy,2001,tt0252866,6.4,277138,
"American Splendor",movie,"Biography, Comedy, Drama",2003,tt0305206,7.4,53424,
"Pitch Black",movie,"Horror, Sci-Fi, Thriller",2000,tt0134847,7,258341,
"The Chronicles of Riddick",movie,"Action, Adventure, Sci-Fi",2004,tt0296572,6.6,246963,
"Rumor Has It...",movie,"Comedy, Drama, Romance",2005,tt0398375,5.5,63162,
"A Very Long Engagement",movie,"Drama, Mystery, Romance",2004,tt0344510,7.6,76779,
"And the Band Played On",movie,"Drama, History",1993,tt0106273,7.8,11307,
"An Angel at My Table",movie,"Biography, Drama",1990,tt0099040,7.4,9013,
"The Addams Family",movie,"Comedy, Fantasy",1991,tt0101272,6.9,189965,
"License to Wed",movie,"Comedy, Romance",2007,tt0762114,5.3,41183,
"An Impossible Voyage",movie,"Action, Adventure, Family",1904,tt0000499,7.5,4227,
Hairspray,movie,"Comedy, Drama, Musical",2007,tt0427327,6.7,141845,
"Ghostbusters II",movie,"Action, Comedy, Fantasy",1989,tt0097428,6.6,232303,
"Dr. Jekyll and Mr. Hyde",movie,"Horror, Sci-Fi",1931,tt0022835,7.6,16612,
Frankenstein,movie,"Drama, Horror, Sci-Fi",1931,tt0021884,7.8,83069,
"Modern Times",movie,"Comedy, Drama, Romance",1936,tt0027977,8.5,270809,
"Seance on a Wet Afternoon",movie,"Crime, Drama",1964,tt0058557,7.6,7746,
"Destroy All Monsters",movie,"Action, Sci-Fi, Thriller",1968,tt0063172,6.4,8136,
"Ebirah, Horror of the Deep",movie,"Adventure, Fantasy, Sci-Fi",1966,tt0060464,5.5,6778,
"Midnight Cowboy",movie,Drama,1969,tt0064665,7.8,125628,
"The War of the Gargantuas",movie,"Action, Horror, Sci-Fi",1966,tt0060440,6.2,3779,
"Barry Lyndon",movie,"Adventure, Drama, War",1975,tt0072684,8.1,191469,
"Mildred Pierce",movie,"Crime, Drama, Film-Noir",1945,tt0037913,7.9,29793,
"Death Watch",movie,"Drama, Sci-Fi, Thriller",1980,tt0081182,6.6,3622,
Fame,movie,"Drama, Music, Musical",1980,tt0080716,6.6,25404,
"The Number 23",movie,"Crime, Mystery, Thriller",2007,tt0481369,6.4,216690,
"Girl with a Pearl Earring",movie,"Biography, Drama, Romance",2003,tt0335119,6.9,83977,
"No Reservations",movie,"Comedy, Drama, Romance",2007,tt0481141,6.3,81010,
Onibaba,movie,"Drama, Horror, Thriller",1964,tt0058430,7.9,23677,
Gilda,movie,"Drama, Film-Noir, Romance",1946,tt0038559,7.6,37044,
"Throne of Blood",movie,Drama,1957,tt0050613,8,57767,
"Red Beard",movie,Drama,1965,tt0058888,8.3,22128,
Ikiru,movie,Drama,1952,tt0044741,8.3,95201,
"Corpse Bride",movie,"Animation, Comedy, Drama",2005,tt0121164,7.4,311862,
Beetlejuice,movie,"Comedy, Fantasy",1988,tt0094721,7.5,400512,
"My Girl",movie,"Comedy, Drama, Family",1991,tt0102492,6.9,92624,
Blow,movie,"Biography, Crime, Drama",2001,tt0221027,7.5,280817,
"Shoot 'Em Up",movie,"Action, Comedy, Thriller",2007,tt0465602,6.6,156910,
"Revolutionary Road",movie,"Drama, Romance",2008,tt0959337,7.3,229502,
Stromboli,movie,Drama,1950,tt0041931,7.2,8369,
Scream,movie,"Horror, Mystery",1996,tt0117571,7.4,413638,
"Scream 2",movie,"Horror, Mystery",1997,tt0120082,6.3,220966,
"Scream 3",movie,"Horror, Mystery",2000,tt0134084,5.7,172468,
"Scary Movie",movie,Comedy,2000,tt0175142,6.3,300597,
"Serial Lover",movie,"Comedy, Crime",1998,tt0155157,6.7,1551,
"Charlie's Angels",movie,"Action, Adventure, Comedy",2000,tt0160127,5.6,201161,
"Pride & Prejudice",movie,"Drama, Romance",2005,tt0414387,7.8,347185,
Monster-in-Law,movie,"Comedy, Romance",2005,tt0369735,5.6,67125,
"Shall We Dance?",movie,"Comedy, Drama, Music",2004,tt0358135,6.2,50718,
"The Brave One",movie,"Crime, Drama, Thriller",2007,tt0476964,6.7,64520,
"Jean de Florette",movie,"Comedy, Drama",1986,tt0091288,8.1,28275,
"Manon of the Spring",movie,Drama,1986,tt0091480,8,24675,
"Friday the 13th",movie,"Horror, Mystery, Thriller",1980,tt0080761,6.4,165340,
"The Assassination of Jesse James by the Coward Robert Ford",movie,"Biography, Crime, Drama",2007,tt0443680,7.5,197320,
Sleuth,movie,"Crime, Drama, Mystery",2007,tt0857265,6.3,33426,
"Panic Room",movie,"Crime, Drama, Thriller",2002,tt0258000,6.8,305555,
"The Machinist",movie,"Drama, Thriller",2004,tt0361862,7.6,427109,
Orpheus,movie,"Drama, Fantasy, Romance",1950,tt0041719,7.8,13891,
"Sex and the City",movie,"Comedy, Drama, Romance",2008,tt1000774,5.7,130031,
"Sense and Sensibility",movie,"Drama, Romance",1995,tt0114388,7.7,130595,
Armored,movie,"Action, Crime, Mystery",2009,tt0913354,5.7,32334,
"Masculine Feminine",movie,"Drama, Romance",1966,tt0060675,7.4,18124,
"The Lost Honor of Katharina Blum",movie,"Crime, Drama",1975,tt0073858,7.3,5085,
"Gone Baby Gone",movie,"Crime, Drama, Mystery",2007,tt0452623,7.6,300836,
Charade,movie,"Comedy, Mystery, Romance",1963,tt0056923,7.8,89122,
"Ghost Dog: The Way of the Samurai",movie,"Crime, Drama",1999,tt0165798,7.5,100038,
"The Jackal",movie,"Action, Crime, Drama",1997,tt0119395,6.4,128309,
"Layer Cake",movie,"Crime, Drama, Thriller",2004,tt0375912,7.2,201576,
"The Invasion",movie,"Sci-Fi, Thriller",2007,tt0427392,5.9,85169,
"Confessions of a Dangerous Mind",movie,"Biography, Comedy, Crime",2002,tt0270288,7,93518,
"The Curious Case of Benjamin Button",movie,"Drama, Fantasy, Romance",2008,tt0421715,7.8,717630,
"Howl's Moving Castle",movie,"Adventure, Animation, Family",2004,tt0347149,8.2,477136,
"Burn After Reading",movie,"Comedy, Crime, Drama",2008,tt0887883,7,362398,
"The Swimming Pool",movie,"Crime, Drama, Romance",1969,tt0064816,7.1,14718,
"Drop Zone",movie,"Action, Adventure, Thriller",1994,tt0109676,5.6,22103,
"The International",movie,"Action, Crime, Drama",2009,tt0963178,6.5,102220,
"Knocked Up",movie,"Comedy, Romance",2007,tt0478311,6.9,391190,
"Five Times Two",movie,"Drama, Romance",2004,tt0354356,6.6,10606,
Paprika,movie,"Animation, Drama, Fantasy",2006,tt0851578,7.7,103268,
"American Gangster",movie,"Biography, Crime, Drama",2007,tt0765429,7.8,469342,
"Vicky Cristina Barcelona",movie,"Comedy, Drama, Romance",2008,tt0497465,7.1,273808,
"Ashes and Diamonds",movie,"Drama, Romance, War",1958,tt0052080,7.7,14109,
"The Sugarland Express",movie,"Crime, Drama",1974,tt0072226,6.7,20405,
Rendition,movie,"Drama, Thriller",2007,tt0804522,6.8,58934,
"The In-Laws",movie,"Action, Comedy, Thriller",2003,tt0314786,5.7,18156,
"Bicycle Thieves",movie,Drama,1948,tt0040522,8.2,183754,
L'Avventura,movie,"Drama, Mystery, Romance",1960,tt0053619,7.7,35031,
"Rush Hour 3",movie,"Action, Comedy, Crime",2007,tt0293564,6.2,190193,
"Rush Hour 2",movie,"Action, Comedy, Crime",2001,tt0266915,6.7,248132,
"3:10 to Yuma",movie,"Action, Crime, Drama",2007,tt0381849,7.6,341464,
"The Polar Express",movie,"Adventure, Animation, Comedy",2004,tt0338348,6.6,256289,
"Fred Claus",movie,"Comedy, Family, Fantasy",2007,tt0486583,5.7,49414,
Gunner,movie,Action,2024,tt12598606,3.2,2313,
"The Fugitive",movie,"Action, Crime, Drama",1993,tt0106977,7.8,330837,
"Le Samouraï",movie,"Crime, Drama, Thriller",1967,tt0062229,8,61873,
RoboCop,movie,"Action, Crime, Sci-Fi",1987,tt0093870,7.6,294097,
"Space Cowboys",movie,"Action, Adventure, Thriller",2000,tt0186566,6.5,88405,
"Bee Movie",movie,"Adventure, Animation, Comedy",2007,tt0389790,6.1,186729,
"Tom Jones",movie,"Adventure, Comedy, History",1963,tt0057590,6.4,14731,
"Torn Curtain",movie,"Drama, Romance, Thriller",1966,tt0061107,6.6,30451,
"Pather Panchali",movie,Drama,1955,tt0048473,8.2,39922,
"Family Plot",movie,"Comedy, Crime, Drama",1976,tt0074512,6.8,25674,
"Fanny and Alexander",movie,Drama,1982,tt0083922,8.1,69209,
"The Umbrellas of Cherbourg",movie,"Drama, Musical, Romance",1964,tt0058450,7.8,32949,
"The Witches of Eastwick",movie,"Comedy, Fantasy, Horror",1987,tt0094332,6.5,80646,
"The Mexican",movie,"Adventure, Comedy, Drama",2001,tt0236493,6.1,118251,
"Carlito's Way",movie,"Crime, Drama, Thriller",1993,tt0106519,7.9,238914,
Empties,movie,"Comedy, Drama",2007,tt0809951,7.2,5136,
"Revenge of the Pink Panther",movie,"Comedy, Crime, Mystery",1978,tt0078163,6.6,24057,
"Bram Stoker's Dracula",movie,"Fantasy, Horror, Romance",1992,tt0103874,7.4,254205,
"Three Kings",movie,"Action, Adventure, Comedy",1999,tt0120188,7.1,183755,
"Till the End of the Night",movie,Drama,1995,tt0111431,3.8,482,
"Freddy vs. Jason",movie,"Action, Horror",2003,tt0329101,5.7,131225,
"Alvin and the Chipmunks",movie,"Adventure, Comedy, Family",2007,tt0952640,5.3,98868,
"I Am Legend",movie,"Drama, Horror, Sci-Fi",2007,tt0480249,7.2,844060,
"The Orphanage",movie,"Drama, Horror, Mystery",2007,tt0464141,7.4,166866,
"The Peacemaker",movie,"Action, Drama, Thriller",1997,tt0119874,6,64435,
"Zathura: A Space Adventure",movie,"Action, Adventure, Comedy",2005,tt0406375,6.3,119879,
"Failure to Launch",movie,"Comedy, Romance",2006,tt0427229,5.7,90995,
"One Missed Call",movie,"Horror, Mystery",2008,tt0479968,4,34627,
Yamakasi,movie,"Action, Crime, Drama",2001,tt0267129,6.1,13551,
"The 40-Year-Old Virgin",movie,"Comedy, Romance",2005,tt0405422,7.1,482559,
"Something's Gotta Give",movie,"Comedy, Drama, Romance",2003,tt0337741,6.7,132417,
"In the Valley of Elah",movie,"Crime, Drama, Mystery",2007,tt0478134,7.2,76197,
"Vampire's Kiss",movie,"Comedy, Crime, Fantasy",1988,tt0098577,6.1,22986,
Cloverfield,movie,"Action, Horror, Sci-Fi",2008,tt1060277,7,431698,
"Coach Carter",movie,"Biography, Drama, Sport",2005,tt0393162,7.3,178984,
"Ruby & Quentin",movie,"Comedy, Crime",2003,tt0310203,7.1,31507,
"Matchstick Men",movie,"Comedy, Crime, Drama",2003,tt0325805,7.3,141599,
Duplex,movie,Comedy,2003,tt0266489,5.9,63949,
"Maid in Manhattan",movie,"Comedy, Drama, Romance",2002,tt0252076,5.4,99040,
Carrie,movie,"Horror, Mystery",1976,tt0074285,7.4,216708,
"The Rage: Carrie 2",movie,"Drama, Horror, Sci-Fi",1999,tt0144814,4.8,18589,
"There Will Be Blood",movie,Drama,2007,tt0469494,8.2,665343,
"Chicken Run",movie,"Adventure, Animation, Comedy",2000,tt0120630,7.1,218141,
"Speed Racer",movie,"Action, Adventure, Comedy",2008,tt0811080,6.1,80301,
"Vantage Point",movie,"Action, Drama, Thriller",2008,tt0443274,6.6,155667,
"Open Season",movie,"Adventure, Animation, Comedy",2006,tt0400717,6.1,109373,
"Smokin' Aces",movie,"Action, Comedy, Crime",2006,tt0475394,6.6,154659,
"Over the Hedge",movie,"Adventure, Animation, Comedy",2006,tt0327084,6.7,195286,
"Fun with Dick and Jane",movie,"Comedy, Crime",2005,tt0369441,6.2,157971,
"Resident Evil: Extinction",movie,"Action, Horror, Sci-Fi",2007,tt0432021,6.2,209897,
"10,000 BC",movie,"Action, Adventure, Drama",2008,tt0443649,5.1,137286,
Amarcord,movie,"Comedy, Drama",1973,tt0071129,7.8,49365,
"Half Nelson",movie,Drama,2006,tt0468489,7.1,93629,
"The Wolfman",movie,"Drama, Fantasy, Horror",2010,tt0780653,5.8,114868,
"The Kite Runner",movie,Drama,2007,tt0419887,7.6,83574,
"It's a Free World...",movie,Drama,2007,tt0807054,7,6417,
"Germany Year Zero",movie,Drama,1948,tt0039417,7.8,14374,
"Punch-Drunk Love",movie,"Comedy, Drama, Romance",2002,tt0272338,7.3,184264,
21,movie,"Crime, Drama, Thriller",2008,tt0478087,6.8,272631,
Desperado,movie,"Action, Crime, Drama",1995,tt0112851,7.1,202428,
"2 or 3 Things I Know About Her",movie,"Comedy, Drama",1967,tt0060304,6.5,8892,
Weekend,movie,"Adventure, Comedy, Drama",1967,tt0062480,6.9,16225,
"Desperately Seeking Susan",movie,"Comedy, Drama",1985,tt0089017,6.1,27329,
"Napoleon Dynamite",movie,Comedy,2004,tt0374900,7,245657,
"Midnight in the Garden of Good and Evil",movie,"Crime, Drama, Mystery",1997,tt0119668,6.6,42467,
"The Man Who Knew Too Much",movie,"Crime, Drama, Mystery",1934,tt0025452,6.7,22235,
Disturbia,movie,"Crime, Drama, Mystery",2007,tt0486822,6.8,264062,
"American Wedding",movie,Comedy,2003,tt0328828,6.3,222261,
Paris,movie,"Comedy, Drama, Romance",2008,tt0869994,6.8,13004,
"The Secret of the Grain",movie,Drama,2007,tt0487419,7.4,8070,
"The Spirit",movie,"Action, Crime, Fantasy",2008,tt0831887,4.7,63522,
"In Bruges",movie,"Comedy, Crime, Drama",2008,tt0780536,7.9,476556,
"My Big Fat Greek Wedding",movie,"Comedy, Drama, Romance",2002,tt0259446,6.6,147800,
"Beautiful Memories",movie,"Drama, Romance",2001,tt0259440,7.2,1443,
"Ice Age: Dawn of the Dinosaurs",movie,"Adventure, Animation, Comedy",2009,tt1080016,6.9,273853,
"Robin Hood: Prince of Thieves",movie,"Action, Adventure, Drama",1991,tt0102798,6.9,214721,
"Transformers: Revenge of the Fallen",movie,"Action, Adventure, Sci-Fi",2009,tt1055369,6,439629,
"The Boondock Saints",movie,"Action, Crime, Thriller",1999,tt0144117,7.6,255952,
"Definitely, Maybe",movie,"Comedy, Drama, Romance",2008,tt0832266,7.1,177679,
"My Neighbor Totoro",movie,"Animation, Comedy, Family",1988,tt0096283,8.1,402620,
"A Man Apart",movie,"Action, Crime, Drama",2003,tt0266465,6,50219,
"Event Horizon",movie,"Horror, Sci-Fi, Thriller",1997,tt0119081,6.6,204523,
"...And God Created Woman",movie,"Drama, Romance",1956,tt0049189,6.3,9784,
Paisan,movie,"Drama, War",1946,tt0038823,7.6,10005,
"Summer Things",movie,"Comedy, Drama, Romance",2002,tt0290916,6.5,2651,
Carandiru,movie,"Crime, Drama",2003,tt0293007,7.6,23254,
"Drillbit Taylor",movie,"Action, Comedy, Crime",2008,tt0817538,5.7,63171,
"Dumb and Dumber",movie,Comedy,1994,tt0109686,7.3,426264,
"John Q",movie,"Crime, Drama, Thriller",2002,tt0251160,7.1,148041,
"Superman II",movie,"Action, Adventure, Sci-Fi",1980,tt0081573,6.8,118326,
"Master and Commander: The Far Side of the World",movie,"Action, Adventure, Drama",2003,tt0311113,7.5,245378,
"The Exorcism of Emily Rose",movie,"Drama, Horror, Thriller",2005,tt0404032,6.7,144143,
"Fool's Gold",movie,"Action, Adventure, Comedy",2008,tt0770752,5.7,86667,
Taken,movie,"Action, Crime, Thriller",2008,tt0936501,7.7,652018,
"Baby Mama",movie,"Comedy, Romance",2008,tt0871426,6,48233,
"The Road Warrior",movie,"Action, Adventure, Sci-Fi",1981,tt0082694,7.6,206660,
"My Life as a Dog",movie,"Comedy, Drama",1985,tt0089606,7.6,23170,
Jumanji,movie,"Adventure, Comedy, Family",1995,tt0113497,7.1,392382,
"The Bank Job",movie,"Crime, Thriller",2008,tt0200465,7.2,192780,
Alfie,movie,"Comedy, Drama, Romance",2004,tt0375173,6.2,55710,
"The Blob",movie,"Horror, Sci-Fi",1958,tt0051418,6.3,30668,
"The Karate Kid Part II",movie,"Action, Family, Sport",1986,tt0091326,6.1,103404,
"Eight Legged Freaks",movie,"Action, Adventure, Comedy",2002,tt0271367,5.5,61561,
"My Best Friend's Wedding",movie,"Comedy, Drama, Romance",1997,tt0119738,6.4,160486,
"Pale Rider",movie,"Drama, Western",1985,tt0089767,7.3,67326,
Gomorrah,movie,"Crime, Drama",2008,tt0929425,7,52096,
"Waltz with Bashir",movie,"Animation, Biography, Documentary",2008,tt1185616,8,61556,
Wanted,movie,"Action, Crime, Thriller",2008,tt0493464,6.7,418482,
"Deep Blue Sea",movie,"Action, Adventure, Sci-Fi",1999,tt0149261,5.9,146764,
Antz,movie,"Adventure, Animation, Comedy",1998,tt0120587,6.5,167021,
"Garfield: The Movie",movie,"Adventure, Comedy, Family",2004,tt0356634,5.1,97187,
Steamboy,movie,"Action, Adventure, Animation",2004,tt0348121,6.8,19179,
"Bad Boys II",movie,"Action, Comedy, Crime",2003,tt0172156,6.6,279765,
Twilight,movie,"Drama, Fantasy, Romance",2008,tt1099212,5.3,503187,
Disclosure,movie,"Drama, Thriller",1994,tt0109635,6.2,56099,
"Europa Europa",movie,"Drama, History, War",1990,tt0099776,7.5,17916,
"The Heartbreak Kid",movie,"Comedy, Romance",2007,tt0408839,5.8,97951,
"Police Story",movie,"Action, Comedy, Crime",1985,tt0089374,7.5,44210,
"Free Willy 2: The Adventure Home",movie,"Adventure, Drama, Family",1995,tt0113114,5.1,20058,
"The Man",movie,"Action, Comedy, Crime",2005,tt0399327,5.5,27087,
"Black Book",movie,"Drama, Thriller, War",2006,tt0389557,7.7,81953,
